field_type,Categorical,Location,Numeric,Numeric,Numeric,Numeric,Numeric
description,Area of sampling,Point in the SAFE landscape,Top canopy height,Top canopy height standard deviation,Gap fraction,Aboveground biomass,LiDAR ground coverage
levels,SAFE; Maliau,,,,,,
units,,,metres,metres,metres,grams2,ratio
method,,,LiDAR,LiDAR,LiDAR,LiDAR,LiDAR
field_name,Location,ID,tch,tch_sd,gf,agb,coverage
784,SAFE,OP2_508,5.551537642,3.909591352,0.876600961,9.054499759,0.999774865
785,SAFE,OP2_509,4.006152986,3.372866483,0.96527743,5.280219191,0.999174463
786,SAFE,OP2_510,6.200401272,3.506492217,0.890106591,10.86979204,0.999824851
787,SAFE,OP2_511,4.624525923,4.504714645,0.870869293,6.694252266,0.998574109
788,SAFE,OP2_512,4.887380461,3.838775187,0.918163623,7.334826474,0.999249437
789,SAFE,OP2_513,4.143812113,3.217566245,0.983337503,5.583496553,0.999449587
790,SAFE,OP2_514,5.324840392,4.540356904,0.859211645,8.45149104,0.998949527
791,SAFE,OP2_515,5.693479101,3.219834964,0.926518051,9.44037279,0.999774825
792,SAFE,OP2_516,3.448295983,3.252043677,0.979284463,4.120983802,0.999024268
793,SAFE,OP2_517,5.214049987,3.448334136,0.941785705,8.162792197,0.99959973
794,SAFE,OP2_518,5.147919846,3.667302667,0.946685014,7.992363803,0.999649737
795,SAFE,OP2_519,5.484892381,3.179749612,0.969054886,8.87552316,0.999524691
796,SAFE,OP2_520,4.588496229,3.009898325,0.992894315,6.608257484,0.99952462
797,SAFE,OP2_521,6.172411765,3.309360303,0.90695056,10.7888005,0.99969976
798,SAFE,OP2_522,7.492381024,3.470085229,0.738239928,14.86282569,0.999824943
799,SAFE,OP2_523,6.449305428,3.480803562,0.858286629,11.60050584,0.99982486
800,SAFE,OP2_524,5.15329525,3.669512,0.939566077,8.006164038,0.999649658
801,SAFE,OP2_525,4.748802797,3.529476426,0.963596788,6.994231799,0.999649729
802,SAFE,OP2_526,5.22057124,3.787665413,0.901260504,8.179675438,0.99977491
803,SAFE,OP2_527,4.292425647,3.246161994,0.980394118,5.918372558,0.999374812
804,SAFE,OP2_528,7.16990301,3.277106931,0.800270209,13.82029822,0.999949961
805,SAFE,OP2_747,6.610224354,3.617213522,0.824862998,12.08286316,0.999799815
806,SAFE,OP2_748,5.7975182,3.403693633,0.911736009,9.727232829,0.999749819
807,SAFE,OP2_749,5.060522328,3.354747531,0.96179348,7.769311098,0.999499587
808,SAFE,OP2_750,4.718419089,4.210567186,0.903373428,6.920412211,0.998974718
809,SAFE,OP2_751,6.943720351,3.213798688,0.846846621,13.10706096,0.999799865
810,SAFE,OP2_752,3.792953845,3.069920021,0.994995371,4.823832843,0.999424468
811,SAFE,OP2_753,5.483483229,3.374654951,0.945554583,8.871754117,0.999699887
812,SAFE,OP2_754,4.919054027,3.799648051,0.935975381,7.413569462,0.99959969
813,SAFE,OP2_755,4.170990293,3.417578391,0.957996648,5.644161639,0.99927451
814,SAFE,OP2_846,5.703903019,3.194835007,0.951833142,9.468960924,0.99979993
815,SAFE,OP2_847,3.456447043,3.437708201,0.972250025,4.137098765,0.999174257
816,SAFE,OP2_848,4.339994895,3.576086844,0.965573319,6.027184452,0.99919938
817,SAFE,OP2_890,5.292383932,3.735826619,0.870589412,8.366505322,0.999624897
818,SAFE,OP3_529,6.040133012,3.894923894,0.848274827,10.40928027,0.999724773
819,SAFE,OP3_530,8.69328478,2.722481801,0.636136261,19.00327587,0.999924966
820,SAFE,OP3_531,8.031428711,2.714051973,0.754003203,16.67164845,0.99982486
821,SAFE,OP3_532,6.798107158,3.651401393,0.798974231,12.65582217,0.999724794
822,SAFE,OP3_533,8.73049774,4.440901711,0.522453779,19.13793289,0.999849891
823,SAFE,OP3_534,7.461219991,3.223025668,0.761469955,14.76078185,0.999699805
824,SAFE,OP3_535,8.672775764,2.469862332,0.665149203,18.92922358,1
825,SAFE,OP3_536,8.508967985,2.804503268,0.654373499,18.34186882,1
826,SAFE,OP3_537,11.73620742,3.616357219,0.218402882,31.20989905,0.999824877
827,SAFE,OP3_538,7.228548554,4.907850045,0.641640189,14.00765969,0.99932451
828,SAFE,OP3_539,7.706385666,3.255967062,0.725844383,15.57110917,0.999874906
829,SAFE,OP3_540,8.115545003,3.163273488,0.679102237,16.96126983,0.999824851
830,SAFE,OP3_541,7.761572318,3.485995942,0.679892922,15.75586589,0.999774837
831,SAFE,OP3_542,13.77520714,3.281846145,0.089102965,40.67195927,0.999924934
832,SAFE,OP3_543,10.56618592,5.16275988,0.38223156,26.23601666,0.999924964
833,SAFE,OP3_544,8.619532613,2.689942584,0.649437078,18.73751116,0.99979985
834,SAFE,OP3_545,8.379395229,2.984631293,0.679598779,17.88246388,1
835,SAFE,OP3_546,8.852725143,2.611403076,0.611019408,19.58285714,1
836,SAFE,OP3_547,8.451796986,2.579736577,0.695535826,18.13859952,1
837,SAFE,OP3_548,14.1787675,2.819747553,0.058953003,42.66038866,0.999924964
838,SAFE,OP3_549,10.03881727,5.212231087,0.340727773,24.10689931,0.999524822
839,SAFE,OP3_550,8.478533364,2.757036825,0.667817213,18.23354829,1
840,SAFE,OP3_551,12.49918935,3.163437647,0.146991146,34.63456938,1
841,SAFE,OP3_552,6.997109936,3.429848494,0.8145008,13.2740706,1
842,SAFE,OP3_553,6.901633718,3.984575086,0.724868651,12.97599793,0.999449587
843,SAFE,OP3_554,8.791601035,3.547398757,0.561913579,19.35985219,0.999899917
844,SAFE,OP3_555,8.218629721,3.79865227,0.564334142,17.31888319,0.999924946
845,SAFE,OP3_756,7.372797624,3.345058248,0.772091744,14.47273745,0.999924964
846,SAFE,OP3_757,13.48379565,3.918172282,0.11675508,39.25952001,0.999924932
847,SAFE,OP3_758,7.810893991,3.171562036,0.736450983,15.92171524,0.999824851
848,SAFE,OP3_759,7.452721846,4.490011813,0.64387058,14.73300097,0.999449491
849,SAFE,OP3_760,8.317271313,3.340179463,0.614026312,17.66383684,0.999899955
850,SAFE,OP3_761,8.717599765,2.755279789,0.617519015,19.09121837,0.99994996
851,SAFE,OP3_762,8.529717064,2.696246126,0.666132866,18.41586255,1
852,SAFE,OP3_763,7.963319976,2.867349157,0.742556918,16.43858883,0.999874906
853,SAFE,OP3_764,11.54534907,3.835805953,0.228521391,30.37536706,0.99979985
854,SAFE,OP3_849,9.097292314,2.732588844,0.549978732,20.48519429,1
855,SAFE,OP3_850,6.687244157,3.940551572,0.737384604,12.31647071,0.999474619
856,SAFE,OP3_851,7.867369403,5.480773826,0.549059342,16.11246133,0.99939958
857,SAFE,OP3_891,9.421370966,2.669408497,0.476946939,21.70548813,1
858,SAFE,OP5_897,7.294761716,5.028278877,0.536192359,14.22039439,0.999799835
859,SAFE,VJR_556,32.45997125,10.0659012,0.020115086,167.7412853,1
860,SAFE,VJR_557,35.83238361,9.816769108,0.001551241,197.5154349,1
861,SAFE,VJR_558,34.70559374,11.01407254,0.009879446,187.3540409,1
862,SAFE,VJR_559,33.0545003,8.311465275,0.005153479,172.8502503,1
863,SAFE,VJR_560,34.45178857,9.616130601,0.011033275,185.0945595,1
864,SAFE,VJR_561,34.66702394,8.734936487,0.00380133,187.0099785,1
865,SAFE,VJR_562,35.69290996,12.75283791,0.032475168,196.2461801,1
866,SAFE,VJR_563,32.54284584,12.74812453,0.033805425,168.4498164,1
867,SAFE,VJR_564,38.53058702,10.76660928,0.015960374,222.700572,1
868,SAFE,VJR_565,29.75987749,13.29501696,0.087117516,145.3088932,1
869,SAFE,VJR_566,29.26153212,14.82443073,0.111800465,141.3086207,1
870,SAFE,VJR_567,35.04872636,14.87665754,0.07008329,190.4259451,1
871,SAFE,VJR_568,25.00249969,16.81231808,0.267502063,108.9540443,0.999874941
872,SAFE,VJR_569,28.02943555,16.04295157,0.204282248,131.6089285,0.999949974
873,SAFE,VJR_570,27.09891399,13.04383914,0.13356841,124.4651257,0.999949984
874,SAFE,VJR_571,30.28124182,14.77476933,0.159222767,149.5410185,0.99989997
875,SAFE,VJR_572,31.60168873,14.60365518,0.105392218,160.473058,0.999874891
876,SAFE,VJR_573,28.77230299,18.15384693,0.235217576,137.4245621,0.999674699
877,SAFE,VJR_574,29.85011116,16.10977071,0.121239403,146.0379195,0.999624878
878,SAFE,VJR_575,28.46908354,14.70887281,0.103836343,135.0387742,1
879,SAFE,VJR_576,26.24672116,16.82223892,0.259643768,118.0616098,0.999124431
880,SAFE,VJR_577,22.96671387,15.63222931,0.26845923,94.68291301,0.999549775
881,SAFE,VJR_578,30.66450399,18.00470578,0.153087779,152.6826482,0.999974977
882,SAFE,VJR_579,27.75416841,16.01554288,0.087760104,129.4792561,0.99997499
883,SAFE,VJR_765,34.61147924,10.50572865,0.011078878,186.5149304,1
884,SAFE,VJR_766,35.35824689,9.391680426,0.007252357,193.2138405,1
885,SAFE,VJR_767,36.55000868,11.83253862,0.024535428,204.097029,1
886,SAFE,VJR_768,30.86110583,15.23498656,0.121912769,154.3042072,1
887,SAFE,VJR_769,26.20886005,15.37551561,0.20368795,117.7802214,0.99982486
888,SAFE,VJR_770,30.13924234,15.93423687,0.173300643,148.3835973,0.999749819
889,SAFE,VJR_771,29.40157527,16.11749706,0.136691188,142.4283038,0.999624681
890,SAFE,VJR_772,27.02047993,17.04999459,0.164328056,123.8701851,0.999899952
891,SAFE,VJR_852,32.46215846,10.0330458,0.017490742,167.7599696,1
892,SAFE,VJR_853,30.40812571,14.04812546,0.068049336,150.5782376,1
893,SAFE,VJR_854,22.33305372,15.37134256,0.284720484,90.40363895,0.999649667
894,SAFE,VJR_855,28.89763679,17.00657936,0.211814156,138.4155282,0.999899922
895,SAFE,VJR_892,35.9769596,10.07326977,0.015963569,198.8345325,1
896,SAFE,VJR_893,26.24442717,14.99329046,0.244314344,118.0445531,0.999924942
897,SAFE,VJR_894,31.64810519,14.44606402,0.099121644,160.8628706,1
898,SAFE,RP_0m_A0,17.53525481,9.083393746,0.210091812,60.61176684,0.999874916
899,SAFE,RP_0m_B0,17.68569012,7.919776065,0.147017614,61.47373691,0.9998749
900,SAFE,RP_0m_C0,20.90663643,9.608225456,0.11113335,81.05936724,0.999974981
901,SAFE,RP_0m_D0,12.92748012,9.1461907,0.406044382,36.61821368,0.999299492
902,SAFE,RP_5m_A0,22.93056494,8.622517799,0.071553665,94.4366899,0.999949962
903,SAFE,RP_5m_B0,17.17184088,11.19339897,0.258882106,58.54936026,0.99929944
904,SAFE,RP_5m_C0,16.99318144,8.533766332,0.23221208,57.54581843,0.999724897
905,SAFE,RP_5m_D0,16.27721973,10.92913958,0.302080728,53.59336544,0.999574851
906,SAFE,RP_15m_A0,9.104143535,9.259795261,0.614797578,20.51070289,0.996747235
907,SAFE,RP_15m_B0,11.42577897,10.6778258,0.514608765,29.85710659,0.99934961
908,SAFE,RP_15m_C0,17.33765174,11.30650038,0.23411229,59.48685266,0.99957466
909,SAFE,RP_15m_D0,2.932962107,3.769957787,0.929490067,3.153517328,0.997497873
910,SAFE,RP_30m_A0,21.50124174,9.595465518,0.142678504,84.905579,1
911,SAFE,RP_30m_B0,23.7976085,9.914552107,0.064503215,100.4119531,1
912,SAFE,RP_30m_C0,21.45131808,7.414084332,0.04291824,84.57994219,1
913,SAFE,RP_30m_D0,20.34848952,8.492618035,0.115565448,77.51338021,1
914,SAFE,RP_60m_A0,18.13842304,9.465913709,0.213549742,64.09673512,1
915,SAFE,RP_60m_B0,17.00049971,7.5251019,0.148375153,57.58679095,1
916,SAFE,RP_60m_C0,21.15669362,9.843789774,0.132496374,82.66828095,1
917,SAFE,RP_60m_D0,21.6735579,7.805089046,0.034995998,86.03333858,1
918,SAFE,RP_120m_A0,10.06036862,7.26051843,0.502927488,24.19250871,0.999224341
919,SAFE,RP_120m_B0,14.01000444,7.774247792,0.334475343,41.82429656,0.999924977
920,SAFE,RP_120m_C0,17.91671573,11.74152554,0.296880082,62.80682029,0.999749806
921,SAFE,RP_120m_D0,16.47840634,9.247305286,0.289124071,54.69277747,0.999649729
922,SAFE,RP_LFE_A0,23.45722933,8.502957439,0.058202646,98.04895948,0.999974988
923,SAFE,RP_LFE_B0,19.4496535,7.124880031,0.079771795,71.93553583,1
924,SAFE,RP_LFE_C0,26.66181922,8.618332714,0.026569263,121.1640335,1
925,SAFE,RP_LFE_D0,29.87750583,8.989501899,0.020358143,146.2595348,1
926,SAFE,RP_VJR_A0,16.57695127,15.40109806,0.476805284,55.2345033,0.991292599
927,SAFE,RP_VJR_B0,24.8315763,13.56066777,0.204531246,107.7255475,0.998149491
928,SAFE,RP_VJR_C0,30.23055414,11.47229747,0.047994395,149.1274614,0.998548658
929,SAFE,RP_VJR_D0,23.08075331,10.30676837,0.09346706,95.4613346,0.999349707
930,SAFE,RP_OP_A0,10.84611149,5.004070001,0.267945576,27.39488867,0.999674854
931,SAFE,RP_OP_B0,10.73258074,4.823262712,0.257852356,26.92249488,0.999724917
932,SAFE,RP_OP_C0,13.67214069,3.276754517,0.072088077,40.17015433,0.999824847
933,SAFE,RP_OP_D0,12.08460267,3.950816797,0.180588206,32.75620651,0.999874956
934,SAFE,RP_0m_A1,22.80659485,9.134648691,0.069584147,93.59421108,1
935,SAFE,RP_0m_B1,18.33736263,9.1684203,0.187914425,65.26298621,0.999849869
936,SAFE,RP_0m_C1,16.60378243,11.06363124,0.309975742,55.382366,0.999649886
937,SAFE,RP_0m_D1,10.29348051,7.603497227,0.498036567,25.12615016,0.999399715
938,SAFE,RP_5m_A1,23.66816057,8.662585353,0.044686867,99.51067552,0.999924938
939,SAFE,RP_5m_B1,20.86962508,9.755449768,0.118188641,80.82229177,0.999549662
940,SAFE,RP_5m_C1,16.85426607,8.549968146,0.230540196,56.7702656,0.999724773
941,SAFE,RP_5m_D1,13.99181223,11.31066535,0.408614523,41.7345587,0.99912454
942,SAFE,RP_15m_A1,6.130714901,7.655051625,0.738276854,10.66858906,0.996123546
943,SAFE,RP_15m_B1,10.49338268,10.58771879,0.554640981,25.93786637,0.999074306
944,SAFE,RP_15m_C1,14.74469014,10.46531607,0.317268473,45.51157257,0.99959963
945,SAFE,RP_15m_D1,2.279922449,3.665675088,0.939814815,2.079576715,0.997772773
946,SAFE,RP_30m_A1,22.65995796,10.06051086,0.135074944,92.60154705,1
947,SAFE,RP_30m_B1,25.32871385,9.422664586,0.036999049,111.3139253,1
948,SAFE,RP_30m_C1,17.06315878,8.719647774,0.189151321,57.93806909,0.99979984
949,SAFE,RP_30m_D1,18.95957168,9.679778884,0.189410999,68.96396853,0.999924936
950,SAFE,RP_60m_A1,17.50694654,9.667998888,0.22169953,60.45010294,0.999974977
951,SAFE,RP_60m_B1,16.80998336,6.89037794,0.144311842,56.5239135,0.999974981
952,SAFE,RP_60m_C1,17.84644222,10.20645215,0.256836206,62.40012689,0.999774837
953,SAFE,RP_60m_D1,19.71612892,10.50977568,0.217538154,73.5720061,0.999549662
954,SAFE,RP_120m_A1,9.402173179,7.61358572,0.569405524,21.63242448,0.999124299
955,SAFE,RP_120m_B1,14.97747777,7.537391226,0.280831686,46.705448,0.999974979
956,SAFE,RP_120m_C1,14.45240327,9.369770896,0.350880705,44.02989858,0.99982486
957,SAFE,RP_120m_D1,15.54564719,9.66344876,0.337560341,49.6703746,0.999449739
959,SAFE,RP_LFE_B1,20.06998778,7.885248565,0.089705735,75.76752594,1
960,SAFE,RP_LFE_C1,26.69695936,9.437144594,0.03574019,121.4281272,1
961,SAFE,RP_LFE_D1,29.67159469,8.85728372,0.021293099,144.5970244,1
962,SAFE,RP_VJR_A1,14.51412161,15.00965717,0.559614663,44.34114944,0.992818716
963,SAFE,RP_VJR_B1,11.35205226,11.84539217,0.577464789,29.53930654,0.996522653
964,SAFE,RP_VJR_C1,32.41467159,13.66225264,0.102576933,167.3544976,0.998273705
965,SAFE,RP_VJR_D1,19.82622914,10.66548249,0.177337068,74.2523895,0.998849597
966,SAFE,RP_OP_A1,11.42509583,4.706252337,0.223650964,29.85415576,0.999774848
967,SAFE,RP_OP_B1,10.66340155,4.868566109,0.260859779,26.63623873,0.999724911
968,SAFE,RP_OP_C1,13.11192951,3.497028702,0.11118059,37.48589384,0.999824912
969,SAFE,RP_OP_D1,11.21342847,4.350321703,0.250231348,28.94541111,0.999849936
970,SAFE,RP_0m_A2,18.33736263,9.1684203,0.187914425,65.26298621,0.999849869
971,SAFE,RP_0m_B2,18.77537536,8.329104337,0.137127846,67.85994806,1
972,SAFE,RP_0m_C2,21.52764551,9.188925506,0.085614211,85.07800254,1
973,SAFE,RP_0m_D2,11.08567103,7.248990197,0.454997999,28.40229761,0.999624775
974,SAFE,RP_5m_A2,22.68247041,9.565301139,0.079557679,92.75367418,0.999949964
975,SAFE,RP_5m_B2,15.97288286,10.74947439,0.285317589,51.94708446,0.999299527
976,SAFE,RP_5m_C2,17.52706906,8.201011744,0.199669719,60.56500184,0.999724766
977,SAFE,RP_5m_D2,16.49658983,10.5888698,0.289290716,54.79257786,0.99972489
978,SAFE,RP_15m_A2,6.768882862,7.558778423,0.711266725,12.56601315,0.993447543
979,SAFE,RP_15m_B2,13.23085683,10.93487876,0.468706224,38.04959608,0.999574745
980,SAFE,RP_15m_C2,16.62244603,10.40581329,0.238176225,55.48531048,0.999749894
981,SAFE,RP_15m_D2,2.590853395,3.54949302,0.942262471,2.568954467,0.997773553
982,SAFE,RP_30m_A2,20.02891441,9.829401987,0.173789031,75.51137855,0.99997498
983,SAFE,RP_30m_B2,15.88560759,10.74557854,0.298061288,51.4787275,0.999699812
984,SAFE,RP_30m_C2,20.2038937,7.408078427,0.055473576,76.60498585,1
985,SAFE,RP_30m_D2,18.28347361,8.503735523,0.167671562,64.94625038,1
986,SAFE,RP_60m_A2,15.36307989,11.12464497,0.34854585,48.70981423,0.999874966
987,SAFE,RP_60m_B2,16.22911211,6.720490194,0.149927438,53.33178272,0.999974979
989,SAFE,RP_60m_D2,21.20333728,8.650527843,0.086113751,82.96977587,1
990,SAFE,RP_120m_A2,8.221028364,7.307240629,0.613182523,17.32723944,0.999199239
991,SAFE,RP_120m_B2,13.85484815,7.690922329,0.328979306,41.06139529,0.999799815
992,SAFE,RP_120m_C2,19.54226236,12.2600621,0.246308994,72.50261322,0.999824834
993,SAFE,RP_120m_D2,15.99974636,9.568311989,0.309150948,52.09158276,0.999524691
994,SAFE,RP_LFE_A2,22.80551305,9.31961837,0.094330657,93.58687253,0.999949984
995,SAFE,RP_LFE_B2,19.2105673,6.931796353,0.089075714,70.47967169,1
997,SAFE,RP_LFE_D2,28.30471526,8.313979718,0.021366559,133.7524014,1
998,SAFE,RP_VJR_A2,19.01133743,14.72118794,0.368719976,69.27550364,0.996046837
999,SAFE,RP_VJR_B2,28.5470616,13.62767576,0.144826034,135.6507432,0.999924961
1000,SAFE,RP_VJR_C2,27.79904014,12.95269166,0.126219177,129.8254807,0.99879958
1001,SAFE,RP_VJR_D2,24.83155824,9.64905137,0.05877204,107.725418,0.999699887
1002,SAFE,RP_OP_A2,11.89875927,4.054608159,0.162446835,31.9276883,0.999574681
1003,SAFE,RP_OP_B2,10.86594511,5.039899356,0.263152628,27.4777478,0.999774848
1004,SAFE,RP_OP_C2,0.452671949,1.117322307,0.992644299,0.143652714,0.992644299
1005,SAFE,RP_OP_D2,12.1588887,4.207336641,0.190166558,33.08972697,0.999874956
1006,SAFE,RP_0m_A3,21.21795714,7.194901196,0.065202162,83.06436489,1
1007,SAFE,RP_0m_B3,17.74112736,7.548289386,0.136010006,61.79259486,0.999949969
1008,SAFE,RP_0m_C3,22.49775793,8.959537086,0.065054274,91.50840432,0.999974989
1009,SAFE,RP_0m_D3,14.51865962,9.980463884,0.358444289,44.36406919,0.999749725
1010,SAFE,RP_5m_A3,22.87067381,7.803258738,0.045438623,94.02930801,1
1011,SAFE,RP_5m_B3,14.86773551,8.483076633,0.267245478,46.14110194,0.999649711
1012,SAFE,RP_5m_C3,11.79731137,12.0832295,0.540212633,31.47896271,0.999374609
1013,SAFE,RP_5m_D3,16.30563591,10.1510669,0.270052539,53.74811444,0.999724794
1014,SAFE,RP_15m_A3,8.62137446,9.808174841,0.642124744,18.74413021,0.995873556
1015,SAFE,RP_15m_B3,12.6460978,10.47689148,0.435851889,35.31006085,0.999424568
1016,SAFE,RP_15m_C3,16.37417339,12.65842593,0.313843229,54.1220811,0.99957467
1017,SAFE,RP_15m_D3,4.599446694,5.007547754,0.835368295,6.634347312,0.998173539
1018,SAFE,RP_30m_A3,29.03668919,7.058536662,0.021934322,139.5182509,1
1019,SAFE,RP_30m_B3,27.75362485,8.807997335,0.025719289,129.4750643,1
1020,SAFE,RP_30m_C3,22.7244416,7.20259779,0.036192191,93.03755644,1
1021,SAFE,RP_30m_D3,21.41215544,8.096875901,0.072755921,84.3248423,1
1022,SAFE,RP_60m_A3,21.86500551,8.80294529,0.088302982,87.29319177,1
1023,SAFE,RP_60m_B3,17.00049971,7.5251019,0.148375153,57.58679095,1
1024,SAFE,RP_60m_C3,19.59848303,8.150803508,0.128895113,72.84773023,1
1025,SAFE,RP_60m_D3,21.1573469,9.05029711,0.114116293,82.67250062,1
1026,SAFE,RP_120m_A3,12.18989389,8.224528302,0.396588806,33.22932487,0.999499825
1027,SAFE,RP_120m_B3,14.01271555,7.884289374,0.325512756,41.8376763,0.999724862
1028,SAFE,RP_120m_C3,21.74201483,13.45372185,0.204858158,86.48299974,0.999749837
1029,SAFE,RP_120m_D3,15.8849865,9.550789296,0.334525894,51.47540049,0.999274456
1030,SAFE,RP_LFE_A3,18.86352906,8.962895077,0.155521656,68.38743806,0.999949985
1031,SAFE,RP_LFE_B3,20.63488588,8.459097012,0.080701228,79.32507053,1
1032,SAFE,RP_LFE_C3,25.39827942,5.603875602,0.007056174,111.8197544,1
1033,SAFE,RP_LFE_D3,27.80181705,8.00043518,0.0222706,129.846919,1
1034,SAFE,RP_VJR_A3,11.35205226,11.84539217,0.577464789,29.53930654,0.996522653
1035,SAFE,RP_VJR_B3,26.22931474,13.49808381,0.190087814,117.9322102,0.998999274
1036,SAFE,RP_VJR_C3,26.86598898,12.26551447,0.104861511,122.7016316,0.998598844
1037,SAFE,RP_VJR_D3,24.72731596,11.40534176,0.103124765,106.9788901,0.999424583
1038,SAFE,RP_OP_A3,13.24368088,3.889144592,0.109067708,38.11057906,0.999849872
1039,SAFE,RP_OP_B3,11.24297715,4.815631491,0.233863705,29.07160451,0.999724807
1040,SAFE,RP_OP_C3,13.20224666,3.603984978,0.101042943,37.91368353,0.999774904
1041,SAFE,RP_OP_D3,12.1588887,4.207336641,0.190166558,33.08972697,0.999874956
1042,SAFE,BA_E100_edge,16.37365084,8.645286673,0.174713564,54.11922597,0.999499675
1043,SAFE,BA_D100_641,11.14008038,7.436421981,0.471126902,28.63310195,0.999149319
1044,SAFE,BA_C10_621,9.724546151,9.086333754,0.525257074,22.87217904,0.998273662
1045,SAFE,BA_B10,14.89009223,7.819976913,0.224434661,46.25585079,0.99989994
1046,SAFE,BA_E1_648,6.556086199,7.379016667,0.70225436,11.91971697,0.997973328
1047,SAFE,BA_D_Matrix,5.925139563,5.636188648,0.74034877,10.0837308,0.997573119
1048,SAFE,BA_C_Matrix,3.279027027,3.981220733,0.921897664,3.79198115,0.994798179
1049,SAFE,BA_Riparian_1,21.81436368,15.15745281,0.321153461,86.95923101,0.995548219
1050,SAFE,BA_Riparian_2,28.97890388,11.37084716,0.067480672,139.0595782,0.998799009
1051,SAFE,BA_VJR_1,27.09426694,15.97024243,0.22009354,124.4298453,0.99842433
1052,SAFE,BA_VJR_2,23.22636439,13.29026473,0.22267804,96.45891726,0.999724842
1053,SAFE,BA_B1_602,18.02716133,8.706507164,0.211574549,63.44810863,0.999674732
1054,SAFE,BA_OP3_843,9.098948404,2.730966453,0.549792323,20.49135913,1
1055,SAFE,BA_OP_Belian,0.378771166,1.015744611,0.999299685,0.10699349,0.999574809
1056,Maliau,OG1_394,19.14030724,11.93367593,0.24979994,70.05407628,0.999774932
1057,Maliau,OG1_395,38.02681575,20.8542808,0.096194741,217.9079615,0.999974982
1058,Maliau,OG1_396,23.0779765,18.84256779,0.228174653,95.44235051,0.999524584
1059,Maliau,OG1_397,41.64290483,15.3699829,0.024318847,253.2137881,1
1060,Maliau,OG1_398,42.14978239,17.07949133,0.016988166,258.328881,1
1061,Maliau,OG1_399,37.01469342,12.47356478,0.016081835,208.4041593,0.999624841
1062,Maliau,OG1_400,38.35042972,15.64911422,0.021116365,220.9819216,1
1063,Maliau,OG1_401,41.21261242,15.20781141,0.019785387,248.9033205,0.999624803
1064,Maliau,OG1_402,42.22937912,12.21849961,0.002952066,259.1357897,1
1065,Maliau,OG1_403,41.03599072,11.64588348,0.009482112,247.1424798,0.999974981
1066,Maliau,OG1_404,41.34779133,11.17803334,0.005979036,250.2543289,1
1067,Maliau,OG1_405,41.91438181,18.24693409,0.013655462,255.9483391,1
1068,Maliau,OG1_406,35.49623794,18.27083122,0.088060859,194.4618995,0.999974976
1069,Maliau,OG1_407,41.60579699,13.51743164,0.009528573,252.8409078,1
1070,Maliau,OG1_408,22.21461966,13.75536541,0.162734846,89.61251381,0.999774848
1071,Maliau,OG1_409,24.41937446,17.02128135,0.221919316,104.7855748,0.999624841
1072,Maliau,OG1_410,32.39669039,23.26568743,0.233018939,167.2010643,0.99932451
1073,Maliau,OG1_411,37.47345619,14.81528203,0.036602452,212.691182,0.999874906
1074,Maliau,OG1_412,35.83079753,15.29574928,0.065169551,197.500983,0.999874962
1075,Maliau,OG1_413,31.63777623,18.17658302,0.115931881,160.7760941,0.999349821
1076,Maliau,OG1_414,40.7391449,15.39578769,0.02543581,244.1941951,0.999624841
1077,Maliau,OG1_415,38.02442883,11.80031556,0.004178238,217.8853517,1
1078,Maliau,OG1_416,41.19470972,11.70166233,0.002652055,248.7246135,1
1079,Maliau,OG1_417,45.87783111,11.45112771,0.005880734,297.1784921,1
1080,Maliau,OG1_418,42.86589619,19.0241529,0.038241253,265.6241527,0.999974989
1081,Maliau,OG1_419,45.33986589,14.29715279,0.002176578,291.4401783,1
1082,Maliau,OG1_420,36.47280961,12.80222983,0.007831069,203.3849216,1
1083,Maliau,OG1_711,41.24833899,11.36590893,0.005678691,249.2600989,1
1084,Maliau,OG1_712,22.08163961,12.40995915,0.153522818,88.72750038,0.99982486
1085,Maliau,OG1_713,37.03385163,16.00566353,0.065383845,208.5824974,0.999874887
1086,Maliau,OG1_714,44.08458728,11.54191365,0.000675591,278.2230683,1
1087,Maliau,OG1_715,41.8595852,13.54624115,0.005254598,255.3954457,1
1088,Maliau,OG1_716,32.34394668,23.13049077,0.187790727,166.7513238,0.999549842
1089,Maliau,OG1_717,40.35826863,14.82514539,0.016514863,240.4318209,0.999624662
1090,Maliau,OG1_718,39.06786742,17.78605077,0.042033627,227.8572538,1
1091,Maliau,OG1_719,42.49303562,18.09858084,0.028492095,261.8156915,1
1092,Maliau,OG1_834,35.08119164,11.22641002,0.007030449,190.7176127,1
1093,Maliau,OG1_835,34.14847115,21.52780692,0.127213607,182.4085252,0.999624812
1094,Maliau,OG1_836,42.43931504,12.53966722,0.018206828,261.2687724,1
1095,Maliau,OG1_886,41.46978338,17.24227382,0.068204564,251.4760237,0.99992494
1096,Maliau,OG2_421,40.25784239,15.23719229,0.026060424,239.4436378,0.99972489
1097,Maliau,OG2_422,38.32101707,13.48888567,0.020744188,220.7018328,1
1098,Maliau,OG2_423,49.08693784,14.83697838,0.009781603,332.319442,1
1099,Maliau,OG2_424,43.83918408,16.64084527,0.00808187,275.667545,1
1100,Maliau,OG2_425,41.00480005,13.59397726,0.0114839,246.8320359,1
1101,Maliau,OG2_426,48.92535569,14.52022569,0.006202946,330.5131006,1
